; Derived from insns.dat, the table of instructions for the Netwide Assembler. See license

Basic Instructions
---------------------------------------------------------------------------------------------------------------
| Class      | Operands                | Code                        | Flags                      |
| PMULDQ          | xmmreg,xmmrm          | [rm: 66 0f 38 28 /r]              | SSE41               |
| PMULLD          | xmmreg,xmmrm          | [rm: 66 0f 38 40 /r]              | SSE41               |
| PTEST           | xmmreg,xmmrm          | [rm: 66 0f 38 17 /r]              | SSE41               |
| ROUNDPD         | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 09 /r ib,u]        | SSE41               |
| ROUNDPS         | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 08 /r ib,u]        | SSE41               |
| ROUNDSD         | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 0b /r ib,u]        | SSE41               |
| ROUNDSS         | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 0a /r ib,u]        | SSE41               |
| CRC32           | reg32,rm8             | [rm: f2i 0f 38 f0 /r]             | SSE42               |
| CRC32           | reg32,rm16            | [rm: o16 f2i 0f 38 f1 /r]         | SSE42               |
| CRC32           | reg32,rm32            | [rm: o32 f2i 0f 38 f1 /r]         | SSE42               |
| CRC32           | reg64,rm8             | [rm: o64 f2i 0f 38 f0 /r]         | SSE42,X64           |
| CRC32           | reg64,rm64            | [rm: o64 f2i 0f 38 f1 /r]         | SSE42,X64           |
| PCMPESTRI       | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 61 /r ib,u]        | SSE42               |
| PCMPESTRM       | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 60 /r ib,u]        | SSE42               |
| PCMPISTRI       | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 63 /r ib,u]        | SSE42               |
| PCMPISTRM       | xmmreg,xmmrm,imm      | [rmi: 66 0f 3a 62 /r ib,u]        | SSE42               |
| PCMPGTQ         | xmmreg,xmmrm          | [rm: 66 0f 38 37 /r]              | SSE42               |
| POPCNT          | reg16,rm16            | [rm: o16 f3i 0f b8 /r]            | SW                  |
| POPCNT          | reg32,rm32            | [rm: o32 f3i 0f b8 /r]            | SD                  |
| POPCNT          | reg64,rm64            | [rm: o64 f3i 0f b8 /r]            | SQ,X64              |
| GETSEC          | void                  | [0f 37]                           | KATMAI              |
| PFRCPV          | mmxreg,mmxrm          | [rm: o64nw 0f 0f /r 86]           | PENT,3DNOW,SQ,CYRIX |
| PFRSQRTV        | mmxreg,mmxrm          | [rm: o64nw 0f 0f /r 87]           | PENT,3DNOW,SQ,CYRIX |
| MOVBE           | reg16,mem16           | [rm: o16 norep 0f 38 f0 /r]       | SM                  |
| MOVBE           | reg32,mem32           | [rm: o32 norep 0f 38 f0 /r]       | SM                  |
| MOVBE           | reg64,mem64           | [rm: o64 norep 0f 38 f0 /r]       | SM                  |
| MOVBE           | mem16,reg16           | [mr: o16 norep 0f 38 f1 /r]       | SM                  |
| MOVBE           | mem32,reg32           | [mr: o32 norep 0f 38 f1 /r]       | SM                  |
| MOVBE           | mem64,reg64           | [mr: o64 norep 0f 38 f1 /r]       | SM                  |
| AESENC          | xmmreg,xmmrm128       | [rm: 66 0f 38 dc /r]              | SSE                 |
| AESENCLAST      | xmmreg,xmmrm128       | [rm: 66 0f 38 dd /r]              | SSE                 |
| AESDEC          | xmmreg,xmmrm128       | [rm: 66 0f 38 de /r]              | SSE                 |
| AESDECLAST      | xmmreg,xmmrm128       | [rm: 66 0f 38 df /r]              | SSE                 |
| AESIMC          | xmmreg,xmmrm128       | [rm: 66 0f 38 db /r]              | SSE                 |
| AESKEYGENASSIST | xmmreg,xmmrm128,imm8  | [rmi: 66 0f 3a df /r ib]          | SSE                 |

AVX
---------------------------------------------------------------------------------------------------------------------------------
| VAESENC          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38 dc /r]             | AVX                  |
| VAESENCLAST      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38 dd /r]             | AVX                  |
| VAESDEC          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38 de /r]             | AVX                  |
| VAESDECLAST      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f38 df /r]             | AVX                  |
| VAESIMC          | xmmreg,xmmrm128                | [rm: vex.128.66.0f38 db /r]                  | AVX                  |
| VAESKEYGENASSIST | xmmreg,xmmrm128,imm8           | [rmi: vex.128.66.0f3a df /r ib]              | AVX                  |
| VAESENC          | ymmreg,ymmreg*,ymmrm256        | [rvm:   vex.nds.256.66.0f38.wig dc /r]       | VAES                 |
| VAESENCLAST      | ymmreg,ymmreg*,ymmrm256        | [rvm:   vex.nds.256.66.0f38.wig dd /r]       | VAES                 |
| VAESDEC          | ymmreg,ymmreg*,ymmrm256        | [rvm:   vex.nds.256.66.0f38.wig de /r]       | VAES                 |
| VAESDECLAST      | ymmreg,ymmreg*,ymmrm256        | [rvm:   vex.nds.256.66.0f38.wig df /r]       | VAES                 |
| VAESENC          | xmmreg,xmmreg*,xmmrm128        | [rvm:fv: evex.nds.128.66.0f38.wig dc /r]     | AVX512VL,AVX512,VAES |
| VAESENC          | ymmreg,ymmreg*,ymmrm256        | [rvm:fv: evex.nds.256.66.0f38.wig dc /r]     | AVX512VL,AVX512,VAES |
| VAESENCLAST      | xmmreg,xmmreg*,xmmrm128        | [rvm:fv: evex.nds.128.66.0f38.wig dd /r]     | AVX512VL,AVX512,VAES |
| VAESENCLAST      | ymmreg,ymmreg*,ymmrm256        | [rvm:fv: evex.nds.256.66.0f38.wig dd /r]     | AVX512VL,AVX512,VAES |
| VAESDEC          | xmmreg,xmmreg*,xmmrm128        | [rvm:fv: evex.nds.128.66.0f38.wig de /r]     | AVX512VL,AVX512,VAES |
| VAESDEC          | ymmreg,ymmreg*,ymmrm256        | [rvm:fv: evex.nds.256.66.0f38.wig de /r]     | AVX512VL,AVX512,VAES |
| VAESDECLAST      | xmmreg,xmmreg*,xmmrm128        | [rvm:fv: evex.nds.128.66.0f38.wig df /r]     | AVX512VL,AVX512,VAES |
| VAESDECLAST      | ymmreg,ymmreg*,ymmrm256        | [rvm:fv: evex.nds.256.66.0f38.wig df /r]     | AVX512VL,AVX512,VAES |
| VAESENC          | zmmreg,zmmreg*,zmmrm512        | [rvm:fv: evex.nds.512.66.0f38.wig dc /r]     | AVX512,VAES          |
| VAESENCLAST      | zmmreg,zmmreg*,zmmrm512        | [rvm:fv: evex.nds.512.66.0f38.wig dd /r]     | AVX512,VAES          |
| VAESDEC          | zmmreg,zmmreg*,zmmrm512        | [rvm:fv: evex.nds.512.66.0f38.wig de /r]     | AVX512,VAES          |
| VAESDECLAST      | zmmreg,zmmreg*,zmmrm512        | [rvm:fv: evex.nds.512.66.0f38.wig df /r]     | AVX512,VAES          |
| VADDPD           | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f 58 /r]               | AVX                  |
| VADDPD           | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f 58 /r]               | AVX                  |
| VADDPS           | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.0f 58 /r]                  | AVX                  |
| VADDPS           | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.0f 58 /r]                  | AVX                  |
| VADDSD           | xmmreg,xmmreg*,xmmrm64         | [rvm: vex.nds.lig.f2.0f 58 /r]               | AVX                  |
| VADDSS           | xmmreg,xmmreg*,xmmrm32         | [rvm: vex.nds.lig.f3.0f 58 /r]               | AVX                  |
| VADDSUBPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f d0 /r]               | AVX                  |
| VADDSUBPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f d0 /r]               | AVX                  |
| VADDSUBPS        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.f2.0f d0 /r]               | AVX                  |
| VADDSUBPS        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.f2.0f d0 /r]               | AVX                  |
| VANDPD           | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f 54 /r]               | AVX                  |
| VANDPD           | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f 54 /r]               | AVX                  |
| VANDPS           | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.0f 54 /r]                  | AVX                  |
| VANDPS           | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.0f 54 /r]                  | AVX                  |
| VANDNPD          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f 55 /r]               | AVX                  |
| VANDNPD          | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f 55 /r]               | AVX                  |
| VANDNPS          | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.0f 55 /r]                  | AVX                  |
| VANDNPS          | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.0f 55 /r]                  | AVX                  |
| VBLENDPD         | xmmreg,xmmreg*,xmmrm128,imm8   | [rvmi: vex.nds.128.66.0f3a 0d /r ib]         | AVX                  |
| VBLENDPD         | ymmreg,ymmreg*,ymmrm256,imm8   | [rvmi: vex.nds.256.66.0f3a 0d /r ib]         | AVX                  |
| VBLENDPS         | xmmreg,xmmreg*,xmmrm128,imm8   | [rvmi: vex.nds.128.66.0f3a 0c /r ib]         | AVX                  |
| VBLENDPS         | ymmreg,ymmreg*,ymmrm256,imm8   | [rvmi: vex.nds.256.66.0f3a 0c /r ib]         | AVX                  |
| VBLENDVPD        | xmmreg,xmmreg*,xmmrm128,xmmreg | [rvms: vex.nds.128.66.0f3a.w0 4b /r /is4]    | AVX                  |
| VBLENDVPD        | ymmreg,ymmreg*,ymmrm256,ymmreg | [rvms: vex.nds.256.66.0f3a.w0 4b /r /is4]    | AVX                  |
| VBLENDVPS        | xmmreg,xmmreg*,xmmrm128,xmmreg | [rvms: vex.nds.128.66.0f3a.w0 4a /r /is4]    | AVX                  |
| VBLENDVPS        | ymmreg,ymmreg*,ymmrm256,ymmreg | [rvms: vex.nds.256.66.0f3a.w0 4a /r /is4]    | AVX                  |
| VBROADCASTSS     | xmmreg,mem32                   | [rm: vex.128.66.0f38.w0 18 /r]               | AVX                  |
| VBROADCASTSS     | ymmreg,mem32                   | [rm: vex.256.66.0f38.w0 18 /r]               | AVX                  |
| VBROADCASTSD     | ymmreg,mem64                   | [rm: vex.256.66.0f38.w0 19 /r]               | AVX                  |
| VBROADCASTF128   | ymmreg,mem128                  | [rm: vex.256.66.0f38.w0 1a /r]               | AVX                  |
| VCMPEQ_OSPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 10]            | AVX                  |
| VCMPEQ_OSPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 10]            | AVX                  |
| VCMPEQPD         | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 00]            | AVX                  |
| VCMPEQPD         | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 00]            | AVX                  |
| VCMPLT_OSPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 01]            | AVX                  |
| VCMPLT_OSPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 01]            | AVX                  |
| VCMPLTPD         | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 01]            | AVX                  |
| VCMPLTPD         | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 01]            | AVX                  |
| VCMPLE_OSPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 02]            | AVX                  |
| VCMPLE_OSPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 02]            | AVX                  |
| VCMPLEPD         | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 02]            | AVX                  |
| VCMPLEPD         | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 02]            | AVX                  |
| VCMPUNORD_QPD    | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 03]            | AVX                  |
| VCMPUNORD_QPD    | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 03]            | AVX                  |
| VCMPUNORDPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 03]            | AVX                  |
| VCMPUNORDPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 03]            | AVX                  |
| VCMPNEQ_UQPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 04]            | AVX                  |
| VCMPNEQ_UQPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 04]            | AVX                  |
| VCMPNEQPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 04]            | AVX                  |
| VCMPNEQPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 04]            | AVX                  |
| VCMPNLT_USPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 05]            | AVX                  |
| VCMPNLT_USPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 05]            | AVX                  |
| VCMPNLTPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 05]            | AVX                  |
| VCMPNLTPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 05]            | AVX                  |
| VCMPNLE_USPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 06]            | AVX                  |
| VCMPNLE_USPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 06]            | AVX                  |
| VCMPNLEPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 06]            | AVX                  |
| VCMPNLEPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 06]            | AVX                  |
| VCMPORD_QPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 07]            | AVX                  |
| VCMPORD_QPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 07]            | AVX                  |
| VCMPORDPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 07]            | AVX                  |
| VCMPORDPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 07]            | AVX                  |
| VCMPEQ_UQPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 08]            | AVX                  |
| VCMPEQ_UQPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 08]            | AVX                  |
| VCMPNGE_USPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 09]            | AVX                  |
| VCMPNGE_USPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 09]            | AVX                  |
| VCMPNGEPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 09]            | AVX                  |
| VCMPNGEPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 09]            | AVX                  |
| VCMPNGT_USPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0a]            | AVX                  |
| VCMPNGT_USPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0a]            | AVX                  |
| VCMPNGTPD        | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0a]            | AVX                  |
| VCMPNGTPD        | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0a]            | AVX                  |
| VCMPFALSE_OQPD   | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0b]            | AVX                  |
| VCMPFALSE_OQPD   | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0b]            | AVX                  |
| VCMPFALSEPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0b]            | AVX                  |
| VCMPFALSEPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0b]            | AVX                  |
| VCMPNEQ_OQPD     | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0c]            | AVX                  |
| VCMPNEQ_OQPD     | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0c]            | AVX                  |
| VCMPGE_OSPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0d]            | AVX                  |
| VCMPGE_OSPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0d]            | AVX                  |
| VCMPGEPD         | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0d]            | AVX                  |
| VCMPGEPD         | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0d]            | AVX                  |
| VCMPGT_OSPD      | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0e]            | AVX                  |
| VCMPGT_OSPD      | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0e]            | AVX                  |
| VCMPGTPD         | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0e]            | AVX                  |
| VCMPGTPD         | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0e]            | AVX                  |
| VCMPTRUE_UQPD    | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0f]            | AVX                  |
| VCMPTRUE_UQPD    | ymmreg,ymmreg*,ymmrm256        | [rvm: vex.nds.256.66.0f c2 /r 0f]            | AVX                  |
| VCMPTRUEPD       | xmmreg,xmmreg*,xmmrm128        | [rvm: vex.nds.128.66.0f c2 /r 0f]            | AVX                  |
